Name,ASCII Name,Alternate Names,Latitude,Longitude,Feature Class,Feature Code,Country Code,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,Country
Edakkulam,Edakkulam,"etakkulam,എടക്കുളം",10.6102,76.18352,P,PPLF,IN,,13,594,,,2000,,16,Asia/Kolkata,13-10-2014,India
Vagator,Vagator,"Vagator,Вагатор",15.59766,73.74496,P,PPL,IN,,33,585,,,14986,,25,Asia/Kolkata,14-10-2014,India
Kanuru,Kanuru,,16.28584,81.25464,P,PPL,IN,,2,547,,,43696,,6,Asia/Kolkata,10-10-2014,India
Gajuwaka,Gajuwaka,"gajuvaka,గాజువాక",17.7,83.21667,P,PPL,IN,,2,544,,,258944,,17,Asia/Kolkata,10-10-2014,India
Silapathar,Silapathar,Silapather,27.59441,94.72402,P,PPL,IN,,3,308,,,22307,,119,Asia/Kolkata,09-12-2016,India
Defence Colony,Defence Colony,Defence Colony,28.57144,77.23272,P,PPLA2,IN,,7,670,,,0,,214,Asia/Kolkata,28-05-2018,India
Pakke Kessang,Pakke Kessang,,27.14665,93.24643,P,PPLA2,IN,,30,248,,,0,,1555,Asia/Kolkata,17-05-2020,India
Kantilo,Kantilo,Kantilo,20.36152,85.19212,P,PPL,IN,,21,385,,,8861,,55,Asia/Kolkata,04-10-2017,India
Kannauj,Kannauj,"Kanaudzh,Kanauj,Kannaudzh,Kannauj,Kânnauj,ka nao jie,kanauja,kanauji,kannauja,kannoci,kannoja,qnwj,Канаудж,Каннаудж,قنوج,कनौज,कन्नौज,কন্নৌজ,ਕੰਨੌਜ,કન્નોજ,கன்னோசி,კანაუჯი,カナウジ,卡瑙杰,카나우지",27.05524,79.9188,P,PPL,IN,,36,160,,,76714,,144,Asia/Kolkata,07-08-2015,India
Kankipādu,Kankipadu,"Kankipad,Kankipadu,Kankipādu",16.4353,80.76715,P,PPL,IN,,2,547,,,14249,,22,Asia/Kolkata,10-06-2020,India
Kangayam,Kangayam,,11.00599,77.5609,P,PPL,IN,,25,633,,,31364,,310,Asia/Kolkata,14-10-2014,India
Kādīpur,Kadipur,"Kadipur,Kādīpur",26.16779,82.37028,P,PPL,IN,,36,179,,,7472,,93,Asia/Kolkata,14-10-2014,India
Jīnd,Jind,"Jind,Jīnd",29.31577,76.31502,P,PPL,IN,,10,77,,,161260,,233,Asia/Kolkata,06-09-2015,India
Jewar,Jewar,Jewar,28.122,77.55734,P,PPL,IN,,36,141,,,29316,,200,Asia/Kolkata,03-07-2015,India
Jawāla Mukhi,Jawala Mukhi,"Jawala Mukhi,Jawalanukhi,Jawāla Mukhi,Jwalamukhi",31.87456,76.32013,P,PPL,IN,,11,24,,,5281,,520,Asia/Kolkata,10-06-2020,India
Jamālpur,Jamalpur,"Jamalpur,Jamālpur",25.31258,86.48888,P,PPL,IN,,34,226,,,100780,,52,Asia/Kolkata,14-10-2014,India
Jalālābad,Jalalabad,"Jalalabad,Jalālābad,Jalālābād",29.61853,77.43908,P,PPL,IN,,36,133,,,25302,,258,Asia/Kolkata,08-04-2015,India
Honāvar,Honavar,"Honavar,Honawar,Honore,Honāvar,Onore",14.28088,74.44497,P,PPL,IN,,19,563,,,18392,,22,Asia/Kolkata,10-06-2020,India
Hātā,Hata,"Hata,Hāta,Hātā",26.7412,83.74526,P,PPL,IN,,36,189,,,12050,,83,Asia/Kolkata,06-09-2015,India
Guledagudda,Guledagudda,"Guledagudda,Guledgarh,Guledgud,Guledgudd",16.05025,75.78997,P,PPL,IN,,19,556,,,33851,,540,Asia/Kolkata,14-10-2014,India
Govindgarh,Govindgarh,Govindgarh,27.50423,76.99938,P,PPL,IN,,24,104,,,10955,,219,Asia/Kolkata,08-03-2015,India
Gopālpur,Gopalpur,"Gopalpur,Gopalpur-on-Sea,Gopālpur,Gopālpur-on-Sea",19.25861,84.90517,P,PPL,IN,,21,388,,,7163,,23,Asia/Kolkata,14-10-2014,India
Ghāziābād,Ghaziabad,"Gaziabad,Ghaziabad,Ghazibad,Ghāziābād,Газиабад",28.66535,77.43915,P,PPLA2,IN,,36,140,,,1199191,,214,Asia/Kolkata,13-07-2018,India
Gadhinglaj,Gadhinglaj,"Gadhinglaj,gadahinglaja,gadhingalaja,gadhinlaja,garahinlaja,jia ding ge la jie,گدھنگ لاج,गडहिंग्लज,गधिंगलज,গড়হিংলাজ,গাধিংলাজ,加丁格拉杰",16.22291,74.3501,P,PPL,IN,,16,530,,,26449,,647,Asia/Kolkata,13-10-2014,India
Fort Gloster,Fort Gloster,Fort Gloster,22.50444,88.18333,P,PPL,IN,,28,341,,,18350,,12,Asia/Kolkata,04-12-2018,India
Dhupgāri,Dhupgari,"Dhupgari,Dhupguri,Dhupgāri",26.58904,89.00732,P,PPL,IN,,28,328,,,41168,,82,Asia/Kolkata,10-06-2020,India
Dhuburi,Dhuburi,"Dhubri,Dhuburi,Dubri,dhubari,धुबरी",26.01856,89.98564,P,PPL,IN,,3,301,,,62525,,34,Asia/Kolkata,13-10-2014,India
Daulatpur,Daulatpur,Daulatpur,31.78871,75.99154,P,PPL,IN,,11,29,,,4810,,540,Asia/Kolkata,13-10-2014,India
Cochin,Cochin,"British Cochin,COK,Cochim,Cochin,Cochín,Fort Cochin,Kochi,Kochin,Koczin,Kuchi Bandar,Malabar,ke zhi,keacci,kocci,kochi,koci,qwzy,Кочин,קוצי,कोच्चि,কোচি,கொச்சி,കൊച്ചി,コーチ,柯枝",9.93988,76.26022,P,PPL,IN,,13,595,,,604696,,9,Asia/Kolkata,13-10-2014,India
Churāchāndpur,Churachandpur,"Churachandpur,Churāchāndpur",24.33353,93.66999,P,PPL,IN,,17,274,,,47774,,944,Asia/Kolkata,13-10-2014,India
Changanācheri,Changanacheri,"Changanacheri,Changanacherry,Changanācheri",9.44203,76.53604,P,PPL,IN,,13,597,,,51430,,14,Asia/Kolkata,10-06-2020,India
Bongaigaon,Bongaigaon,Bongaigaon,26.47703,90.55815,P,PPL,IN,,3,320,,,64902,,63,Asia/Kolkata,13-10-2014,India
Bihār Sharīf,Bihar Sharif,"Behar,Bihar,Bihar Sharif,Bihār,Bihār Sharīf",25.20084,85.52389,P,PPL,IN,,34,229,,,244230,,68,Asia/Kolkata,09-05-2016,India
Bhīmunipatnam,Bhimunipatnam,"Bheemunipatnam,Bhimunipatnam,Bhīmunipatnam,Bimlipatam",17.89017,83.45203,P,PPL,IN,,2,544,,,44843,,21,Asia/Kolkata,10-06-2020,India
Bhālki,Bhalki,"Bhalki,Bhālki",18.04348,77.206,P,PPL,IN,,19,558,,,38583,,583,Asia/Kolkata,14-10-2014,India
patamda,patamda,,24.3,85.41667,P,PPL,IN,,38,360,,,10655,,390,Asia/Kolkata,14-10-2014,India
Bangarapet,Bangarapet,"Bangarapet,Bangārapet,Bowringpet",12.99116,78.17804,P,PPL,IN,,19,581,,,42789,,826,Asia/Kolkata,31-01-2019,India
Bambolim,Bambolim,Bambolim,15.46361,73.8531,P,PPL,IN,,33,585,,,5441,,70,Asia/Kolkata,14-10-2014,India
Āthagarh,Athagarh,"Athagarh,Athgarh,Āthagarh",20.51999,85.62965,P,PPL,IN,,21,381,,,16665,,52,Asia/Kolkata,10-06-2020,India
Ambājogāi,Ambajogai,"Ambajogai,Ambe,Ambejogai,Ambājogāi,Mominabad,Mominābād",18.73312,76.38616,P,PPL,IN,,16,523,,,74114,,633,Asia/Kolkata,10-06-2020,India
Amarpātan,Amarpatan,"Amarpatan,Amarpātan",24.31371,80.97703,P,PPL,IN,,35,429,,,16858,,362,Asia/Kolkata,07-08-2015,India
Ālangulam,Alangulam,"Alangulam,Atangulam,Ālangulam,Ātangulam",8.86404,77.49937,P,PPL,IN,,25,628,,,28558,,125,Asia/Kolkata,14-10-2014,India
Ālangudi,Alangudi,"Alangudi,Ālangudi",10.3606,78.98492,P,PPL,IN,,25,621,,,10617,,81,Asia/Kolkata,14-10-2014,India
Ahmedabad,Ahmedabad,"AMD,Achmentampant,Ahmadabad,Ahmadabadas,Ahmadabado,Ahmadobod,Ahmadábád,Ahmadābād,Ahmedabad,Ahmedabad - amadavada,Ahmedabad - અમદાવાદ,Akhmadabad,Akhmadabad shaary,Akhmedabad,Amadavad,Amdavada,Amdāvāda,Amedebatum,Exmetabad,a mei da ba de,afumadabado,aham'madabad,ahamadabada,ahamedabada,ahimadabada,ahmadabad,ahmadabadi,ahmd abad,ahmdabad,ahmdabad - hyndystan,ai ha mai da ba de,ai ha mai de bao,akamatapat,amadabadeu,amadaraada,amadavada,xah mda bad,Αχμενταμπάντ,Ахмадабад,Ахмадабад шаары,Ахмедабад,Аҳмадобод,אחמדאבאד,أحمد آباد,احمد آباد,احمدآباد,احمدآباد - هیندیستان,احمداباد,अमदावाद,अहमदाबाद,অমদাৱাদ,আহমেদাবাদ,ਅਹਿਮਦਾਬਾਦ,અમદાવાદ,ଅହମଦାବାଦ,அகமதாபாத்,అహ్మదాబాద్,ಅಹ್ಮದಾಬಾದ್,അഹമ്മദാബാദ്,อัห์มดาบาด,အမယ်ဒါဘတ်မြို့,აჰმადაბადი,アフマダーバード,艾哈迈德堡,艾哈迈达巴德,阿美達巴德,아마다바드",23.02579,72.58727,P,PPL,IN,,9,474,,,3719710,,56,Asia/Kolkata,05-09-2019,India
Adra,Adra,"Adra,Ādra,Адра",23.49668,86.68363,P,PPL,IN,,28,340,,,22159,,191,Asia/Kolkata,14-10-2014,India
Haripur,Haripur,,22.93611,88.23194,P,PPL,IN,,28,338,,,7327,,17,Asia/Kolkata,14-10-2014,India
Gobindapur,Gobindapur,,22.59306,88.09139,P,PPL,IN,,28,341,,,11781,,10,Asia/Kolkata,14-10-2014,India
Banbasa,Banbasa,"Banbasa,Банбаса",28.99132,80.07608,P,PPL,IN,,36,,,,7138,,229,Asia/Kolkata,28-01-2010,India
Aluva,Aluva,"alubha,alura,aluva,alwa,آلوا,अलुवा,आलुव,আলুভা,আলুৱ,ஆலுவா,ಅಲುವ,ആലുവ",10.10764,76.35158,P,PPL,IN,,13,595,,,24108,,13,Asia/Kolkata,13-10-2014,India
Baga,Baga,,15.56517,73.75517,P,PPL,IN,,33,585,,,2000,,3,Asia/Kolkata,06-07-2017,India
Jaigaon,Jaigaon,,26.84766,89.37558,P,PPL,IN,,28,328,,,158664,,196,Asia/Kolkata,14-10-2014,India
Bellampalli,Bellampalli,"Bellampalle,bellampalli,బెల్లంపల్లి",19.05577,79.493,P,PPL,IN,,40,532,,,66660,,206,Asia/Kolkata,10-10-2014,India
Bahula,Bahula,,23.65176,87.16475,P,PPL,IN,,28,335,,,16264,,102,Asia/Kolkata,14-10-2014,India
"Kalimpong, Крукети","Kalimpong, Kruketi",,27.05623,88.46207,P,PPLA2,IN,,28,702,,,0,,1340,Asia/Kolkata,27-05-2018,India
Savarkundla,Savarkundla,,21.33726,71.3035,P,PPL,IN,,9,480,,,73695,,145,Asia/Kolkata,06-12-2017,India
Resubelpara,Resubelpara,,25.90404,90.60747,P,PPLA2,IN,,18,656,,,0,,72,Asia/Kolkata,28-05-2018,India
Zunheboto,Zunheboto,Zunheboto,25.96667,94.51667,P,PPLA2,IN,,20,263,,,29499,,1349,Asia/Kolkata,08-06-2016,India
Wāris Alīganj,Waris Aliganj,"Waris Aliganj,Waris Ariganj,Wāris Alīganj,Wāris Arīganj",25.0172,85.64047,P,PPL,IN,,34,237,,,35243,,78,Asia/Kolkata,14-10-2014,India
Uttamapālaiyam,Uttamapalaiyam,"Uthamapalayam,Uttamapalaiyam",9.80701,77.32718,P,PPL,IN,,25,624,,,22778,,386,Asia/Kolkata,27-06-2016,India
Umarga,Umarga,Umarga,17.83841,76.62331,P,PPL,IN,,16,525,,,32181,,580,Asia/Kolkata,13-10-2014,India
Tonk,Tonk,"Tonk,Tonk City",26.16638,75.78824,P,PPL,IN,,24,120,,,151331,,278,Asia/Kolkata,14-10-2014,India
Tiruvottiyūr,Tiruvottiyur,"Tiruvattiyur,Tiruvattiyūr,Tiruvottiyur,Tiruvottiyūr",13.15823,80.30181,P,PPL,IN,,25,602,,,248059,,9,Asia/Kolkata,14-10-2014,India
Tezu,Tezu,"TEI,Teju,Teju Basha,Teju Bāsha,Tezu",27.91256,96.12882,P,PPL,IN,,30,259,,,14927,,202,Asia/Kolkata,14-10-2014,India
Suchindram,Suchindram,Suchindram,8.15442,77.46704,P,PPL,IN,,25,629,,,12316,,15,Asia/Kolkata,02-08-2017,India
Sidhpura,Sidhpura,Sidhpura,27.63312,78.86918,P,PPL,IN,,36,202,,,14815,,169,Asia/Kolkata,07-08-2015,India
Siddhapur,Siddhapur,"Siddhapur,Sidhpur",23.91783,72.37212,P,PPL,IN,,9,470,,,54313,,140,Asia/Kolkata,11-06-2016,India
Sendhwa,Sendhwa,"Sendhawa,Sendhwa",21.68562,75.09622,P,PPL,IN,,35,441,,,54530,,410,Asia/Kolkata,07-01-2016,India
Satānā,Satana,"Satana,Satāna,Satānā",20.59483,74.20301,P,PPL,IN,,16,516,,,34440,,557,Asia/Kolkata,06-09-2015,India
Saraikela,Saraikela,"Saraikela,Seraikella",22.69963,85.93126,P,PPL,IN,,38,369,,,12663,,181,Asia/Kolkata,05-09-2017,India
Sanquelim,Sanquelim,Sanquelim,15.56422,74.00799,P,PPL,IN,,33,585,,,11698,,17,Asia/Kolkata,08-11-2015,India
Sāndi,Sandi,"Sandi,Sāndi",27.28867,79.9519,P,PPL,IN,,36,155,,,25008,,142,Asia/Kolkata,07-08-2015,India
Sānand,Sanand,"Sanand,Sānand",22.99227,72.38177,P,PPL,IN,,9,474,,,35033,,45,Asia/Kolkata,13-10-2014,India
Saktī,Sakti,"Sakti,Saktī,Shakti,Шакти",22.02662,82.96091,P,PPL,IN,,37,405,,,21561,,245,Asia/Kolkata,10-06-2020,India
Saint Thomas Mount,Saint Thomas Mount,"Madras Saint Thomas Mount,Parangimalai,Paranginealai,Saint Thomas Mount,Saint Thomas's Mount,Saint Thomas’s Mount",13.00334,80.19614,P,PPL,IN,,25,604,,,43223,,25,Asia/Kolkata,14-10-2014,India
Sahaspur,Sahaspur,Sahaspur,29.12125,78.62273,P,PPL,IN,,36,134,,,24452,,224,Asia/Kolkata,07-08-2015,India
Rasrā,Rasra,"Rasra,Rasrā",25.8576,83.85487,P,PPL,IN,,36,193,,,31876,,72,Asia/Kolkata,07-08-2015,India
Rāmgarh,Ramgarh,"Ramgarh,Rāmgarh",23.6303,85.52156,P,PPL,IN,,38,361,,,83833,,339,Asia/Kolkata,02-08-2017,India
Rāmganj Mandi,Ramganj Mandi,"Ramganj Mandi,Rāmganj Mandi",24.64648,75.94325,P,PPL,IN,,24,127,,,35754,,362,Asia/Kolkata,14-10-2014,India
Rām Dās,Ram Das,,31.96739,74.9087,P,PPL,IN,,23,49,,,6190,,238,Asia/Kolkata,06-09-2015,India
Kollam,Kollam,"Coilum,Coulao,Coulão,Desinganadu,Kolam,Kolamo,Kollam,Kol·lam,Kullamalai,Kvilon,Quilon,keallam,kollam,kollama,korramu,kui long,kwlam,kwlm,Квилон,Колам,Коллам,کولام,کولم,कोल्लम,कोल्लम्,কোল্লম,কোল্লাম,કોલ્લમ,କୋଲ୍ଲାମ୍,கொல்லம்,കൊല്ലം,コッラム,奎隆,콜람",8.88113,76.58469,P,PPLA2,IN,,13,600,,,394163,,13,Asia/Kolkata,10-06-2016,India
Punāsa,Punasa,,22.23507,76.39335,P,PPL,IN,,35,466,,,350000,,278,Asia/Kolkata,04-10-2015,India
Pudūr,Pudur,,9.29169,78.13848,P,PPL,IN,,25,627,,,8281,,59,Asia/Kolkata,02-08-2017,India
Pāonta Sāhib,Paonta Sahib,"Paonta,Paonta Sahib,Pāonta Sāhib",30.43666,77.62462,P,PPL,IN,,11,32,,,21787,,403,Asia/Kolkata,10-06-2020,India
Panara,Panara,"Panara,Panāra",22.20568,78.55093,P,PPL,IN,,35,455,,,4096,,791,Asia/Kolkata,08-04-2015,India
Palle,Palle,"Pale,Palle",15.46667,74.08333,P,PPL,IN,,33,585,,,5427,,12,Asia/Kolkata,14-10-2014,India
Orai,Orai,Orai,25.99023,79.45334,P,PPL,IN,,36,165,,,158265,,141,Asia/Kolkata,07-08-2015,India
Nūrmahal,Nurmahal,"Nurmahal,Nūrmahal",31.09662,75.59386,P,PPL,IN,,23,37,,,13154,,245,Asia/Kolkata,06-09-2015,India
Niwāri,Niwari,"Niwari,Niwāri",28.87611,77.5382,P,PPL,IN,,36,140,,,10330,,225,Asia/Kolkata,06-05-2015,India
Nīlokheri,Nilokheri,"Nilokeri,Nilokhera,Nilokheri,Nilu Kheri,Nīlokheri,Nīlū Kheri",29.83671,76.93191,P,PPL,IN,,10,74,,,17360,,256,Asia/Kolkata,10-06-2020,India
Narsimhapur,Narsimhapur,"Narsimahpur,Narsimhapur,Narsinghpur",22.94936,79.18357,P,PPL,IN,,35,452,,,47511,,357,Asia/Kolkata,07-08-2015,India
Namchi,Namchi,Namchi,27.16494,88.3638,P,PPL,IN,,29,243,,,1147,,1427,Asia/Kolkata,07-08-2015,India
Mārahra,Marahra,,27.7368,78.56891,P,PPL,IN,,36,201,,,18873,,181,Asia/Kolkata,07-08-2015,India
Mānpur,Manpur,"Manpur,Mānpur",22.43151,75.62107,P,PPL,IN,,35,439,,,6636,,577,Asia/Kolkata,06-09-2015,India
Mangalore,Mangalore,"IXE,Kodial,Kudla,Maikala,Mangalooru,Mangalor,Mangalore,Mangaloro,Mangalur,Mangaluru,Mangalúru,Mangalūru,Manglapuram,Tulu Nadu,kodiyal,maingalura,mang kha l xr,mang-galloleu,mangalora,mangalore,mangalura,mangaluru,mangaroru,manghlwr,manglwr,mankalur,men ge luo er,mengalora,mnglwr,myangalora,Мангалор,Мангалур,Мангалуру,مانغلور,مانگلور,منگلور,मंगळूर,मङ्गलूरु,मङ्गळूरु,मैंगलूर,মাঙ্গালোর,ম্যাঙ্গালোর,મેંગલોર,ମାଙ୍ଗାଲୋରେ,மங்களூர்,మంగళూరు,ಕೊಡಿಯಾಲ್,ಮಂಗಳೂರು,മംഗളൂരു,มังคาลอร์,マンガロール,门格洛尔,망갈로르",12.91723,74.85603,P,PPL,IN,,19,575,,,417387,,27,Asia/Kolkata,14-10-2014,India
Mallasamudram,Mallasamudram,Mallasamudram,11.49333,78.03119,P,PPL,IN,,25,609,,,18820,,220,Asia/Kolkata,05-09-2017,India
Majītha,Majitha,"Majitha,Majītha",31.75711,74.95891,P,PPL,IN,,23,49,,,13900,,241,Asia/Kolkata,06-09-2015,India
Madanapalle,Madanapalle,"Madanapalle,ma da na pa er lai,ma da na pa li,madanapalle,madanapalle mandala,madanapalli,matanappalli,mdnply,Маданапалле,مدنپلی,मदनपल्ली,मदनपल्ले मण्डल,মদনাপাল্লে,ମାଦାନାପାଲ୍ଲେ,மதனப்பள்ளி,మదనపల్లె,མ་ད་ནཱ་པལ་ལི།,馬達納帕利,马达纳帕尔莱",13.5503,78.50288,P,PPL,IN,,2,554,,,108593,,694,Asia/Kolkata,10-10-2014,India
Lormi,Lormi,Lormi,22.27434,81.70181,P,PPL,IN,,37,406,,,12857,,317,Asia/Kolkata,06-09-2015,India
Kuppam,Kuppam,Kuppam,12.74931,78.34189,P,PPL,IN,,2,554,,,19854,,683,Asia/Kolkata,22-11-2016,India
Kunigal,Kunigal,Kunigal,13.02319,77.02518,P,PPL,IN,,19,571,,,33273,,778,Asia/Kolkata,14-10-2014,India
Kumbhrāj,Kumbhraj,"Kumbhraj,Kumbhrāj",24.37338,77.04841,P,PPL,IN,,35,458,,,16391,,414,Asia/Kolkata,07-08-2015,India
Kollegāl,Kollegal,"Collegal,Kollegal,Kollegalam,Kollegāl,Kollegālam",12.15449,77.11051,P,PPL,IN,,19,578,,,56497,,657,Asia/Kolkata,10-06-2020,India
Kolanukonda,Kolanukonda,Kolanukonda,16.45392,80.61046,P,PPL,IN,,2,548,,,1947,,24,Asia/Kolkata,06-09-2015,India
Khirkiyān,Khirkiyan,"Khirkian,Khirkiya,Khirkiyan,Khirkiyān,Khirkiān",22.16732,76.86137,P,PPL,IN,,35,448,,,18498,,280,Asia/Kolkata,10-06-2020,India
Khem Karan,Khem Karan,Khem Karan,31.14443,74.55938,P,PPL,IN,,23,50,,,12637,,213,Asia/Kolkata,06-09-2015,India
Kharkhauda,Kharkhauda,,28.83644,77.74159,P,PPL,IN,,36,138,,,13189,,225,Asia/Kolkata,06-05-2015,India
Kelamangalam,Kelamangalam,"Kelamangalam,Kelamnagalam",12.60307,77.85193,P,PPL,IN,,25,631,,,11328,,796,Asia/Kolkata,22-11-2016,India
Yelbarga,Yelbarga,Yelbarga,15.61545,76.01184,P,PPL,IN,,19,560,,,12023,,604,Asia/Kolkata,14-10-2014,India
Yelahanka,Yelahanka,"Yelahanka,yalahanka,ye la han ka,yelahanka,یلہانکا,यलहंक,য়েলাহান্কা,ಯಲಹಂಕ,耶拉汉卡",13.10073,77.59632,P,PPL,IN,,19,572,,,116447,,903,Asia/Kolkata,04-10-2015,India
Varangaon,Varangaon,Varangaon,21.01767,75.91042,P,PPL,IN,,16,499,,,44067,,223,Asia/Kolkata,07-01-2016,India
Usilampatti,Usilampatti,Usilampatti,9.96936,77.78621,P,PPL,IN,,25,623,,,30675,,217,Asia/Kolkata,14-10-2014,India
Una,Una,Una,31.46493,76.26914,P,PPL,IN,,11,29,,,17569,,395,Asia/Kolkata,13-10-2014,India
Ujjain,Ujjain,"Uddzhajn,Uddzsain,Uddzsaín,Udzajin,Udzdzain,Udždžain,Ujjain,ajyn,awjayn,awjayyn,awjyn,ujain,ujaina,ujaini,ujjain,ujjaina,ujjayini,ujjeyan,wu du yan na,Удджайн,Уџајин,اجین,اوجائین,اوجاين,اوجین,اوجېن,उज्जैन,উজ্জয়িনী,উজ্জৈন,ਉੱਜੈਨ,ઉજ્જૈન,ଉଜ୍ଜୟିନୀ,உஜ்ஜைன்,ಉಜ್ಜೆಯನ್,ഉജ്ജയിൻ,უჯაინი,ウッジャイン,鄔闍衍那,우자인",23.18239,75.77643,P,PPL,IN,,35,435,,,457346,,494,Asia/Kolkata,14-10-2014,India
Bara Uchāna,Bara Uchana,"Bara Uchana,Bara Uchāna,Uchana,Uchāna",29.46747,76.17798,P,PPL,IN,,10,77,,,15830,,229,Asia/Kolkata,07-08-2015,India
Tufānganj,Tufanganj,"Tufanganj,Tufānganj",26.31688,89.66549,P,PPL,IN,,28,329,,,20420,,41,Asia/Kolkata,14-10-2014,India
Titlāgarh,Titlagarh,"Titilagarh,Titlagar,Titlagarh,Titlāgarh",20.28961,83.15233,P,PPL,IN,,21,393,,,28405,,217,Asia/Kolkata,10-06-2020,India
Tinnanūr,Tinnanur,"Thiruninravur,Tinnanur,Tinnanūr",13.11448,80.02713,P,PPL,IN,,25,604,,,22125,,36,Asia/Kolkata,10-06-2020,India
Tāttayyangārpettai,Tattayyangarpettai,,11.12417,78.44916,P,PPL,IN,,25,614,,,12604,,145,Asia/Kolkata,05-09-2017,India
Tāndā,Tanda,"Tanda,Tāndā",26.54953,82.65841,P,PPL,IN,,36,178,,,88073,,95,Asia/Kolkata,07-08-2015,India
Talen,Talen,Talen,23.56949,76.72821,P,PPL,IN,,35,442,,,9818,,436,Asia/Kolkata,04-10-2015,India
Sūrajgarh,Surajgarh,"Surajgarh,Sūrajgarh",28.31005,75.73271,P,PPL,IN,,24,103,,,19721,,298,Asia/Kolkata,14-10-2014,India
Sini,Sini,Sini,22.79325,85.94543,P,PPL,IN,,38,369,,,6375,,193,Asia/Kolkata,05-09-2017,India
Shāhpur,Shahpur,,23.02446,81.0038,P,PPL,IN,,35,453,,,9394,,736,Asia/Kolkata,14-10-2014,India
Shāhābād,Shahabad,"Hardoi,Shahabad,Shāhābād",27.6431,79.9402,P,PPL,IN,,36,155,,,73606,,149,Asia/Kolkata,10-06-2020,India
Sarka Ghāt,Sarka Ghat,,31.69887,76.73529,P,PPL,IN,,11,27,,,3944,,958,Asia/Kolkata,13-10-2014,India
Sarīla,Sarila,"Sarila,Sarīla",25.77579,79.67535,P,PPL,IN,,36,168,,,8012,,148,Asia/Kolkata,14-10-2014,India
Sarāi Ākil,Sarai Akil,,25.3789,81.51035,P,PPL,IN,,36,174,,,17443,,107,Asia/Kolkata,06-09-2015,India
Sankheda,Sankheda,Sankheda,22.17021,73.5782,P,PPL,IN,,9,486,,,12077,,68,Asia/Kolkata,13-10-2014,India
Saligao,Saligao,Saligao,15.55359,73.79036,P,PPL,IN,,33,585,,,5804,,6,Asia/Kolkata,14-10-2014,India
Sadashivpet,Sadashivpet,"Sadaseopet,Sadashivpet,Sadasivpet,Sadāseopet",17.61925,77.95263,P,PPL,IN,,40,535,,,37245,,550,Asia/Kolkata,15-08-2020,India
Rehli,Rehli,"Rehli,Rehlī",23.63722,79.06275,P,PPL,IN,,35,427,,,27705,,406,Asia/Kolkata,07-08-2015,India
Rāmāpuram,Ramapuram,"Ramapuram,Ramāpuram,Rāmāpuram",15.28749,77.86722,P,PPL,IN,,2,552,,,5961,,462,Asia/Kolkata,08-11-2015,India
Rāmāpuram,Ramapuram,,13.10091,79.1841,P,PPL,IN,,2,554,,,31169,,283,Asia/Kolkata,04-01-2017,India
Rājkot,Rajkot,"RAJ,Radzhkot,Radzkot,Radzkotas,Radźkot,Radžkotas,Rajkot,Rājkot,rajikotto,Раджкот,ラージコット",22.29161,70.79322,P,PPL,IN,,9,476,,,1177362,,140,Asia/Kolkata,17-03-2017,India
Rāipur,Raipur,"Raipur,Rāipur",30.31097,78.08979,P,PPL,IN,,39,60,,,27702,,680,Asia/Kolkata,07-06-2015,India
Pune,Pune,"PNQ,Pona,Poona,Poune,Pun,Puna,Pune,Puneo,Puno,Puné,Púna,bwnh,poona,pu na,puna,pune,pune sahara,punyapattanam,pwna,pwnh,pwny,pwnہ,Πούνε,Пуна,Пуне,Пуно,Պունա,פונה,بونه,پونا,پونه,پونہ,پونی,पुणे,पुणे शहर,पुण्यपट्टनम्,পুনে,ਪੂਨਾ,પુના,ପୁଣେ,புனே,పూణే,ಪುಣೆ,പൂണെ,პუნა,プネー,浦那,푸네",18.51957,73.85535,P,PPL,IN,,16,521,,,2935744,,554,Asia/Kolkata,04-06-2015,India
Pudūr,Pudur,,12.99801,79.14352,P,PPL,IN,,25,605,,,11432,,234,Asia/Kolkata,14-10-2014,India
Port Blair,Port Blair,"IXZ,Port Blair,Port Bler,Port Bleras,Port-Blehr,Port-Bler,Portus Blairensis,bu lai er gang,porata bale'ara,port bler,port piler,porta blera,porta bleyara,portableyara,poteubeulleeo,potoburea,pwrt blr,pwrt blyyr,Порт Блер,Порт-Блер,Порт-Блэр,פורט בלייר,پورت بلر,پورٹ بلیئر,पोर्ट ब्लेयर,पोर्ट ब्लेर,पोर्टब्लेयर,পোর্ট ব্লেয়ার,ਪੋਰਟ ਬਲੇਅਰ,પોર્ટ બ્લૅર,ପୋର୍ଟ ବ୍ଲେୟର,போர்ட் பிளேர்,ಪೋರ್ಟ್ ಬ್ಲೇರ್,പോർട്ട് ബ്ലെയർ,พอร์ตแบลร์,პორტ-ბლერი,ポートブレア,布萊爾港,포트블레어",11.66613,92.74635,P,PPLA,IN,,1,640,,,112050,,36,Asia/Kolkata,05-09-2019,India
Patharia,Patharia,Patharia,23.89921,79.19393,P,PPL,IN,,35,428,,,18358,,377,Asia/Kolkata,07-08-2015,India
Parvatsar,Parvatsar,"Parbatsar,Parvatsar",26.88604,74.76602,P,PPL,IN,,24,112,,,15405,,434,Asia/Kolkata,14-10-2014,India
Ponmana,Ponmana,"Panmana,Ponmana",9.00798,76.52023,P,PPL,IN,,13,600,,,29139,,5,Asia/Kolkata,06-04-2017,India
