Name,ASCII Name,Alternate Names,Latitude,Longitude,Feature Class,Feature Code,Country Code,Country Code 2,Admin1 Code,Admin2 Code,Admin3 Code,Admin4 Code,Population,Elevation,DIgital Elevation Model,Timezone,Modification date,Country
Hugli,Hugli,"Hooghly,Hooghly-Chinsura,Hooghly-Chinsurah,Hugli,Khugli,Хугли",22.90877,88.39674,P,PPL,IN,,28,338,,,177005,,18,Asia/Kolkata,14-10-2014,India
Hirekerūr,Hirekerur,"Hirekerur,Hirekerūr",14.45506,75.3952,P,PPL,IN,,19,564,,,16688,,611,Asia/Kolkata,14-10-2014,India
Hālīsahar,Halisahar,"Halisahar,Halishahar,Hālīsahar",22.93218,88.41859,P,PPL,IN,,28,337,,,128172,,16,Asia/Kolkata,10-06-2020,India
Guntakal Junction,Guntakal Junction,"Guntakai,Guntakal,Guntakal Junction,Guntakul,gantalaka,gong ta ka er,guntakala,guntakallu,kuntakkal,गंतलक,गुंटकल,গুন্তকাল,குண்டக்கல்,గుంతకల్లు,贡塔卡尔",15.17112,77.36244,P,PPL,IN,,2,553,,,120964,,457,Asia/Kolkata,08-11-2015,India
Goyerkāta,Goyerkata,,26.69984,89.02565,P,PPL,IN,,28,328,,,66358,,104,Asia/Kolkata,14-10-2014,India
Gopālganj,Gopalganj,"Gopalganj,Gopālganj",26.46734,84.44041,P,PPL,IN,,34,217,,,63725,,74,Asia/Kolkata,14-10-2014,India
Ghoga,Ghoga,Ghoga,25.21738,87.1571,P,PPL,IN,,34,224,,,3766,,40,Asia/Kolkata,05-12-2015,India
Ghātampur,Ghatampur,"Ghatampur,Ghātampur",26.15272,80.16803,P,PPL,IN,,36,164,,,40435,,128,Asia/Kolkata,14-10-2014,India
Garautha,Garautha,Garautha,25.5719,79.29764,P,PPL,IN,,36,166,,,9489,,155,Asia/Kolkata,07-08-2015,India
Ganj Murādābād,Ganj Muradabad,"Ganj Muradabad,Ganj Murādābād,Muradabad Patti,Murādābad Patti",26.95733,80.184,P,PPL,IN,,36,156,,,9970,,137,Asia/Kolkata,14-10-2014,India
Gajraula,Gajraula,Gajraula,28.8457,78.2396,P,PPL,IN,,36,137,,,50380,,213,Asia/Kolkata,06-09-2015,India
Fatehganj West,Fatehganj West,Fatehganj West,28.4662,79.30657,P,PPL,IN,,36,150,,,23810,,172,Asia/Kolkata,04-12-2018,India
Erandol,Erandol,Erandol,20.92206,75.32641,P,PPL,IN,,16,499,,,30931,,226,Asia/Kolkata,06-09-2015,India
Dumra,Dumra,Dumra,26.56708,85.5204,P,PPL,IN,,34,206,,,15778,,70,Asia/Kolkata,10-03-2016,India
Dirba,Dirba,Dirba,30.07222,75.99607,P,PPL,IN,,23,53,,,13838,,238,Asia/Kolkata,07-06-2015,India
Dhārūr,Dharur,"Dharur,Dhārūr,Fatehabad,Fatehabād,Fatheabad",18.82017,76.10937,P,PPL,IN,,16,523,,,19060,,737,Asia/Kolkata,10-06-2020,India
Devanhalli,Devanhalli,"Devanahalli,Devanhalli,de wa en ha er li,debanahalli,devanahalli,devanhalli,devu~anaharri,देवनहल्ली,देवन्हल्ली,দেবানহাল্লি,ದೇವನಹಳ್ಳಿ,デーヴァナハッリ,德瓦恩哈尔利",13.24655,77.71183,P,PPL,IN,,19,583,,,25228,,899,Asia/Kolkata,04-10-2015,India
Deshnoke,Deshnoke,"Deshnok,Deshnoke",27.79836,73.34297,P,PPL,IN,,24,101,,,16720,,275,Asia/Kolkata,14-10-2014,India
Deoli,Deoli,Deoli,20.6492,78.48023,P,PPL,IN,,16,504,,,16685,,257,Asia/Kolkata,07-08-2015,India
Curchorem,Curchorem,"Curchorem,Curchurem",15.26349,74.10875,P,PPL,IN,,33,586,,,22510,,14,Asia/Kolkata,14-10-2014,India
Chikodi,Chikodi,"Chikodi,cikkodi,cikodi,cikodi taluka,qi ke di,चिकोडी,चिकोडी तालुका,चिक्कोडी,চিকোদি,ಚಿಕ್ಕೋಡಿ,奇科迪",16.42898,74.58591,P,PPL,IN,,19,555,,,34984,,638,Asia/Kolkata,14-10-2014,India
Chātakonda,Chatakonda,"Chatakonda,Chātakonda",17.55303,80.6477,P,PPL,IN,,40,541,,,2816,,100,Asia/Kolkata,10-10-2014,India
Chamrajnagar,Chamrajnagar,,11.92312,76.93949,P,PPLA2,IN,,19,578,,,67992,,717,Asia/Kolkata,03-02-2019,India
Bomdila,Bomdila,"Bomdila,Bomdilla",27.26475,92.42472,P,PPL,IN,,30,246,,,7121,,2507,Asia/Kolkata,14-10-2014,India
Bolpur,Bolpur,"Bolpur,bo er pu er,bolapura,bolapura pascima bangala,बोलपुर,बोलपुर पश्चिम बंगाल,বোলপুর,博尔普尔",23.66278,87.69695,P,PPL,IN,,28,334,,,70998,,57,Asia/Kolkata,14-10-2014,India
Bisenda Buzurg,Bisenda Buzurg,"Bisanda,Bisenda,Bisenda Buzurg",25.4035,80.61889,P,PPL,IN,,36,170,,,11100,,134,Asia/Kolkata,07-08-2015,India
Bilgrām,Bilgram,"Bilgram,Bilgrām",27.17509,80.03201,P,PPL,IN,,36,155,,,27173,,146,Asia/Kolkata,06-02-2016,India
Bhūm,Bhum,"Bhoom,Bhum,Bhūm",18.45908,75.65877,P,PPL,IN,,16,525,,,18543,,592,Asia/Kolkata,10-06-2020,India
Bhanjanagar,Bhanjanagar,"Bhanjanagar,Russelkonda,Russellkonda",19.92719,84.58201,P,PPL,IN,,21,388,,,20647,,86,Asia/Kolkata,14-10-2014,India
Barāgaon,Baragaon,"Baragaon,Barāgaon",25.42936,82.81709,P,PPL,IN,,36,197,,,11362,,89,Asia/Kolkata,10-03-2016,India
Bālāghāt,Balaghat,"Balaghat,Burha,Bālāghāt",21.8156,80.18845,P,PPL,IN,,35,457,,,80360,,319,Asia/Kolkata,10-06-2020,India
Bairāgnia,Bairagnia,"Bairagnia,Bairgania,Bairāgnia",26.74063,85.27323,P,PPL,IN,,34,206,,,37465,,81,Asia/Kolkata,04-07-2016,India
Baikunthpur,Baikunthpur,"Baikanthpur,Baikunthpur",24.72768,81.40975,P,PPL,IN,,35,430,,,10179,,305,Asia/Kolkata,07-08-2015,India
Badhni Kalān,Badhni Kalan,"Badhni Kalan,Badhni Kalān",30.6813,75.29087,P,PPL,IN,,23,42,,,6070,,229,Asia/Kolkata,06-05-2015,India
Atraulī,Atrauli,"Aligarh,Atrauli,Atraulī",28.02964,78.28571,P,PPL,IN,,36,143,,,47512,,194,Asia/Kolkata,10-06-2020,India
Ajnāla,Ajnala,"Ajnala,Ajnāla",31.84473,74.76295,P,PPL,IN,,23,49,,,19691,,231,Asia/Kolkata,06-09-2015,India
Abhaneri,Abhaneri,,27.00743,76.6076,P,PPL,IN,,24,109,,,1424,,280,Asia/Kolkata,14-10-2014,India
Kirandul,Kirandul,,18.63649,81.25827,P,PPL,IN,,37,416,,,19053,,634,Asia/Kolkata,14-10-2014,India
Mushalpur,Mushalpur,,26.5792,91.4261,P,PPLA2,IN,,3,324,,,0,,61,Asia/Kolkata,24-10-2014,India
Khliehriat,Khliehriat,,25.35776,92.36643,P,PPLA2,IN,,18,657,,,0,,1141,Asia/Kolkata,28-05-2018,India
Kāliyāganj,Kaliyaganj,"Kaliaganj,Kaliyagan,Kaliyaganj,Kāliyāgan,Kāliyāganj",25.63442,88.32665,P,PPL,IN,,28,330,,,51748,,41,Asia/Kolkata,10-06-2020,India
Kairāna,Kairana,"Kairana,Kairāna",29.39541,77.2054,P,PPL,IN,,36,133,,,80432,,243,Asia/Kolkata,07-08-2015,India
Jatani,Jatani,"Jatani,Jatni,Jātni",20.15975,85.70742,P,PPL,IN,,21,386,,,56003,,38,Asia/Kolkata,14-10-2014,India
Jaswantnagar,Jaswantnagar,Jaswantnagar,26.88271,78.90256,P,PPL,IN,,36,161,,,27777,,158,Asia/Kolkata,07-08-2015,India
Jasidih,Jasidih,Jasidih,24.51379,86.64576,P,PPL,IN,,38,350,,,16338,,272,Asia/Kolkata,14-10-2014,India
Jalesar,Jalesar,"Jalesar,Jalesar Town",27.47315,78.3031,P,PPL,IN,,36,201,,,38614,,179,Asia/Kolkata,07-08-2015,India
Jagannāthpur,Jagannathpur,,22.22115,85.63917,P,PPL,IN,,38,368,,,7020,,433,Asia/Kolkata,02-08-2017,India
Jagādhri,Jagadhri,"Jagadhri,Jagādhri",30.16719,77.30367,P,PPL,IN,,10,71,,,101300,,292,Asia/Kolkata,08-03-2015,India
Irinjālakuda,Irinjalakuda,"Irinjalakuda,Irinjālakuda",10.34238,76.21124,P,PPL,IN,,13,594,,,29208,,20,Asia/Kolkata,13-10-2014,India
Holalkere,Holalkere,Holalkere,14.04295,76.18496,P,PPL,IN,,19,566,,,15480,,707,Asia/Kolkata,08-11-2015,India
Hindaun,Hindaun,"Hindaun,Hindaun City,hinda'una,hindauna,hindauna siti,hindaunanagaram,hindona,xin dao en,हिंडोन,हिण्डौन,हिण्डौन सिटी,हिण्डौननगरम्,হিন্দাউন,欣道恩",26.73411,77.03519,P,PPL,IN,,24,107,,,95593,,231,Asia/Kolkata,14-10-2014,India
Hasanpur,Hasanpur,,27.96944,77.49544,P,PPL,IN,,10,89,,,9906,,194,Asia/Kolkata,07-08-2015,India
Harpanahalli,Harpanahalli,Harpanahalli,14.78766,75.98863,P,PPL,IN,,19,567,,,44977,,624,Asia/Kolkata,14-10-2014,India
Hardoī,Hardoi,"Hardoi,Hardoī",27.39491,80.13165,P,PPL,IN,,36,155,,,122635,,146,Asia/Kolkata,06-02-2016,India
Hāora,Haora,"Haora,Haura,Hawrah,Howrah,Hāora,ha'ora,haura,হাওড়া,ハウラー,ハーウラー",22.57688,88.31857,P,PPL,IN,,28,341,,,1027672,,8,Asia/Kolkata,10-06-2020,India
Hānsi,Hansi,"Hansi,Hānsi,Khansi,Ханси",29.10239,75.96253,P,PPL,IN,,10,80,,,82407,,225,Asia/Kolkata,07-06-2015,India
Hābra,Habra,"Habra,Hābra",22.84202,88.65606,P,PPL,IN,,28,337,,,139297,,13,Asia/Kolkata,14-10-2014,India
Guruvāyūr,Guruvayur,"Gurupavanapuri,Guruvayoor,Guruvayur,Guruvāyūr",10.5943,76.0411,P,PPL,IN,,13,594,,,21416,,8,Asia/Kolkata,13-10-2014,India
Duliāgaon,Duliagaon,"Duliagaon,Duliāgaon",27.37227,95.30754,P,PPL,IN,,3,310,,,23528,,120,Asia/Kolkata,04-07-2016,India
Dīg,Dig,"Deeg,Dig,Dīg",27.47188,77.32564,P,PPL,IN,,24,105,,,43486,,180,Asia/Kolkata,14-10-2014,India
Deūlgaon Rāja,Deulgaon Raja,"Deulgaon Raja,Deūlgaon Rāja",20.01757,76.03755,P,PPL,IN,,16,500,,,26688,,568,Asia/Kolkata,13-10-2014,India
Dehri,Dehri,"Dehm,Dehri",24.90247,84.18217,P,PPL,IN,,34,234,,,129938,,114,Asia/Kolkata,04-10-2015,India
Daund,Daund,"Daund,Dhond,dao en de,daunda,Даунд,ڈونڈ,दौंड,দৌন্দ,道恩德",18.46515,74.58375,P,PPL,IN,,16,521,,,45440,,517,Asia/Kolkata,13-10-2014,India
Dārjiling,Darjiling,"Dardzhiling,Dardzilingas,Dardžilingas,Dargiling,Darjeeling,Darjiling,Darĝiling,Dārjiling,Rdorje gling,da ji ling,daleujilling,dar jylng,darjilim,drgylyng,Дарджилинг,דרגילינג,دار جیلنگ,দার্জিলিং,大吉嶺,다르질링",27.03333,88.26667,P,PPL,IN,,28,327,,,123797,,2127,Asia/Kolkata,14-10-2014,India
Dalhousie,Dalhousie,"Dalhousie,da er huo wu xi ye,dalahauji,dalahausi,delaha'ujhi,tal'havuci,डलहौजी,डलहौसी,ডালহৌসি,দালহৌসি,ડેલહાઉઝી,டல்ஹவுசி,ഡൽഹൗസി,达尔霍乌西耶",32.55219,75.94663,P,PPL,IN,,11,23,,,7601,,1697,Asia/Kolkata,13-10-2014,India
Chodavaram,Chodavaram,Chodavaram,17.82884,82.93526,P,PPL,IN,,2,544,,,29000,,48,Asia/Kolkata,06-09-2015,India
Rampachodavaram,Rampachodavaram,,17.44088,81.77558,P,PPL,IN,,2,545,,,25074,,182,Asia/Kolkata,10-10-2014,India
Chhātāpur,Chhatapur,"Chhatapur,Chhātāpur",26.21965,87.00479,P,PPL,IN,,34,208,,,23425,,68,Asia/Kolkata,05-12-2015,India
Chingleput,Chingleput,"Chengalpat,Chengalpattu,Chingleput,cengalapattu,cenkalpattu,qin ge a er pa tu,चेंगलपट्टु,चेंगलपट्टू,চেঙ্গালপাত্তু,செங்கல்பட்டு,琴格阿尔帕图",12.69184,79.97661,P,PPL,IN,,25,604,,,65689,,61,Asia/Kolkata,04-03-2019,India
Būndi,Bundi,"Bundi,Bundi City,Būndi,Бунди",25.43855,75.63735,P,PPL,IN,,24,121,,,98569,,274,Asia/Kolkata,14-10-2014,India
Budaun,Budaun,"Badajun,Badaun,Budaun,badanyu,badauna,badayum,bu dao en,budauna,patavun,Бадаюн,بدایوں,बदांयू,बदायूँ,बुडौन,বুদৌন,બદૌન,பதாவுன்,布道恩",28.03811,79.12668,P,PPL,IN,,36,149,,,161555,,177,Asia/Kolkata,04-10-2015,India
Boisar,Boisar,Boisar,19.80362,72.75598,P,PPL,IN,,16,517,,,15692,,16,Asia/Kolkata,13-10-2014,India
Biswān,Biswan,"Biswan,Biswān",27.49581,80.99618,P,PPL,IN,,36,154,,,52516,,136,Asia/Kolkata,06-09-2015,India
Bīrpur,Birpur,"Birpur,Bīrpur",26.50823,87.01194,P,PPL,IN,,34,208,,,18968,,81,Asia/Kolkata,14-10-2014,India
Bīlāspur,Bilaspur,"Bilaspur,Bilāspur,Bīlāspur",28.88655,79.2703,P,PPL,IN,,36,136,,,39873,,199,Asia/Kolkata,04-10-2015,India
Bijrauni,Bijrauni,"Bijrauni,Bijroni",24.93296,77.64352,P,PPL,IN,,35,423,,,5743,,462,Asia/Kolkata,07-08-2015,India
Bathinda,Bathinda,"BUP,Bathinda,Bkhatinda,ba ting da,bathida,bathinda,batynda,bhatinda,pattinta,Бхатинда,باتیندا,बठिंडा,बठिण्डा,বাথিন্দা,ভাটিণ্ডা,ਬਠਿੰਡਾ,ଭଟିଣ୍ଡା,பட்டிண்டா,ബഠിംഡാ,巴廷達",30.20747,74.93893,P,PPL,IN,,23,46,,,242800,,216,Asia/Kolkata,04-03-2017,India
Bhātāpāra,Bhatapara,"Bhatapara,Bhātāpāra",21.735,81.94711,P,PPL,IN,,37,410,,,51751,,275,Asia/Kolkata,06-09-2015,India
Bettiah,Bettiah,"Bettiah,Bettiakh,bei te di ya,betiya,betti'ah,bettiya,Беттиах,بیتیاہ,बेतिया,बेत्तिया,বেত্তিয়া,ବେଟ୍ଟିଆଃ,贝特蒂亚",26.80229,84.50311,P,PPL,IN,,34,203,,,127008,,84,Asia/Kolkata,04-10-2015,India
Batāla,Batala,"Batala,Batāla,Butala",31.80921,75.20294,P,PPL,IN,,23,35,,,145468,,258,Asia/Kolkata,10-06-2020,India
Barkot,Barkot,Barkot,30.80861,78.20596,P,PPL,IN,,39,56,,,7725,,1291,Asia/Kolkata,14-10-2014,India
Bāramūla,Baramula,,34.209,74.34285,P,PPL,IN,,12,8,,,77276,,1579,Asia/Kolkata,13-10-2014,India
Bāghpat,Baghpat,"Baghpat,Bagpat,Bāghpat",28.94485,77.21865,P,PPL,IN,,36,139,,,41766,,227,Asia/Kolkata,06-05-2015,India
Bachhraon,Bachhraon,Bachhraon,28.92694,78.23456,P,PPL,IN,,36,137,,,29232,,216,Asia/Kolkata,06-09-2015,India
Arumbāvūr,Arumbavur,"Arumbavur,Arumbvur,Arumbāvūr",11.38096,78.72965,P,PPL,IN,,25,615,,,11419,,157,Asia/Kolkata,10-06-2020,India
Arkalgūd,Arkalgud,"Arkalgud,Arkalgūd",12.76171,76.06035,P,PPL,IN,,19,574,,,15802,,922,Asia/Kolkata,08-11-2015,India
Ariyalūr,Ariyalur,,11.13849,79.07556,P,PPL,IN,,25,616,,,29144,,82,Asia/Kolkata,14-10-2014,India
Almora,Almora,"Al'mora,Almora,a er mo la,alamoda,alamora,almoda,almora,arumora,Алмора,Альмора,المورہ,अलमोडा,अल्मोड़ा,अल्मोडा,আলমোরা,ਅਲਮੋੜਾ,અલમોડા,ఆల్మోరా,ಅಲ್ಮೋರ,അൽമോറ,アルモーラー,阿尔莫拉",29.59713,79.65911,P,PPL,IN,,39,64,,,32442,,1600,Asia/Kolkata,04-10-2015,India
Alāwalpur,Alawalpur,"Alawalpur,Alāwalpur",31.43161,75.65614,P,PPL,IN,,23,37,,,7410,,248,Asia/Kolkata,14-10-2014,India
Alagāpuram,Alagapuram,,11.88705,78.91758,P,PPL,IN,,25,607,,,8345,,159,Asia/Kolkata,14-10-2014,India
Afzalgarh,Afzalgarh,Afzalgarh,29.3937,78.67393,P,PPL,IN,,36,134,,,27753,,234,Asia/Kolkata,07-06-2015,India
Adalaj,Adalaj,Adalaj,23.16453,72.58107,P,PPL,IN,,9,473,,,10423,,70,Asia/Kolkata,13-10-2014,India
Vellānūr,Vellanur,"Vellanur,Vellānūr",13.15804,80.10634,P,PPL,IN,,25,602,,,6078,,24,Asia/Kolkata,14-10-2014,India
Navi Mumbai,Navi Mumbai,"Marathi  Maharashtra,Navi Moembaai,Navi Mumbai,Navi Mumbaj,Nova Bombaim,Novmumbajo,bmbyy nw,na'oyi mumba'i,nabi mumba'i,nabimumbai,nabimunbai,narai mumba'i,navi mumba'i,navi mumbai,navi mumbayi,navi mumpai,nawy mwmbay,nwy mmbyy,xin meng mai,Нави Мумбаи,Нави Мумбај,נבי מומבאי,بمبئی نو,ناوي مومبای,نوی ممبئی,नवि मुम्बई,नवी मुंबई,নাওয়ি মুম্বাই,নৱি মুম্বাই,નવી મુંબઈ,ନବି ମୁମ୍ବାଇ,நவி மும்பை,ನವೀ ಮುಂಬಯಿ,നവി മുംബൈ,ナビムンバイ,新孟買,나비뭄바이",19.03681,73.01582,P,PPLX,IN,,16,517,,,2600000,,14,Asia/Kolkata,04-12-2018,India
Pitampura,Pitampura,"Pitam Pura,Pitampura,Pītāmpura",28.68964,77.13126,P,PPL,IN,,7,90,,,2000,,217,Asia/Kolkata,13-10-2014,India
Ashoknagar Kalyangarh,Ashoknagar Kalyangarh,,22.86416,88.63701,P,PPL,IN,,28,337,,,111475,,11,Asia/Kolkata,14-10-2014,India
Ramagundam,Ramagundam,"RMD,Ramagundam,la ma gu en da mu,ramagndm,ramagundam,ramagundam mandala,ramagundama,ramagwndam,ramakuntam,Рамагундам,راماگندم,راماگوندام,راماگڈم,रामगुंडं मण्डल,রামগুন্দম,ରାମଗୁଣ୍ଡମ,ராமகுண்டம்,రామగుండం,拉马古恩达姆",18.755,79.474,P,PPL,IN,,40,534,,,235000,,149,Asia/Kolkata,10-10-2014,India
Shahbazpur,Shahbazpur,"Shahbazpur,sahabajapura,shaہbazpwr,شاہبازپور,शाहबाजपुर",26.30511,87.28865,P,PPL,IN,,34,209,,,38000,13,65,Asia/Kolkata,20-04-2016,India
Vrindāvan,Vrindavan,"Brindaban,Brindāban,Vrindaban,Vrindavan,Vrindāban,Vrindāvan,Вриндаван",27.58105,77.69662,P,PPL,IN,,36,145,,,60195,,179,Asia/Kolkata,07-08-2015,India
Virpur,Virpur,Virpur,23.1892,73.47987,P,PPL,IN,,9,483,,,8866,,107,Asia/Kolkata,04-10-2015,India
Vānsada,Vansada,"Bansda,Bānsda,Vansada,Vānsada,Wansda,Wānsda",20.75817,73.36389,P,PPL,IN,,9,490,,,12703,,116,Asia/Kolkata,13-10-2014,India
Valparai,Valparai,"Valparai,Vālpārai",10.32691,76.95116,P,PPL,IN,,25,632,,,90353,,1062,Asia/Kolkata,14-10-2014,India
Umrāla,Umrala,,21.84353,71.80305,P,PPL,IN,,9,481,,,11874,,27,Asia/Kolkata,13-10-2014,India
Udaipur,Udaipur,"Oodeypore,UDR,Udaipur,Udajpur,adے pwr,awdy pwr,udaipuleu,udaipura,udaipuru,udayapur,udayapura,udayapuram,utayappur,wu dai pu,Удайпур,Удајпур,ادے پور,اودہےپور,اودی پور,اودی‌پور,उदयपुर,उदयपुरम्,उदयपूर,উদয়পুর,ਉਦੈਪੁਰ,ઉદયપુર,ଉଦୟପୁର,உதயப்பூர்,ఉదయపూర్,ಉದಯಪುರ,ഉദയ്‌പൂർ,ウダイプル,烏代浦,우다이푸르",24.58584,73.71346,P,PPL,IN,,24,130,,,422784,,565,Asia/Kolkata,23-10-2016,India
Tumkūr,Tumkur,"Tumakooru,Tumakuru,Tumakūru,Tumkur,Tumkūr,tumakuru,ತುಮಕೂರು",13.34136,77.1022,P,PPL,IN,,19,571,,,307359,,822,Asia/Kolkata,10-06-2020,India
Tsrār Sharīf,Tsrar Sharif,"Charar Sharif,Charar-i-Sharif,Cherar-i-Sharif,Tasrar Sharif,Tasrār Sharīf,Tsrar Sharif,Tsrār Sharīf",33.86319,74.76524,P,PPL,IN,,12,2,,,8036,,1953,Asia/Kolkata,10-06-2020,India
Tirumakūdal Narsipur,Tirumakudal Narsipur,"Tirumakudal Narsipur,Tirumakūdal Narsipur",12.21207,76.9018,P,PPL,IN,,19,577,,,9890,,654,Asia/Kolkata,08-11-2015,India
Theog,Theog,Theog,31.12155,77.35838,P,PPL,IN,,11,33,,,4191,,2239,Asia/Kolkata,06-02-2015,India
Tārāpur,Tarapur,"Tarapore,Tarapur,Tarapur town,Tārāpur,Tārāpur town",19.86499,72.68426,P,PPL,IN,,16,517,,,7493,,7,Asia/Kolkata,10-06-2020,India
Sunām,Sunam,"Sunam,Sunām",30.12883,75.79943,P,PPL,IN,,23,53,,,53647,,245,Asia/Kolkata,07-06-2015,India
Sītāpur,Sitapur,"Sitapur,Sītāpur",27.56192,80.68265,P,PPL,IN,,36,154,,,164435,,143,Asia/Kolkata,14-10-2014,India
Sirsāganj,Sirsaganj,"Sirsaganj,Sirsāganj",27.05715,78.68661,P,PPL,IN,,36,147,,,29034,,165,Asia/Kolkata,07-08-2015,India
Sirhind,Sirhind,Sirhind,30.64321,76.38421,P,PPL,IN,,23,40,,,60847,,270,Asia/Kolkata,06-09-2015,India
Simdega,Simdega,"Simdega,simadega,symdga,xi mu de jia,Симдега,سیمدگا,सिमडेगा,সিমদেগা,સિમડેગા,ସିମଦେଗା,西姆德加",22.61523,84.50208,P,PPL,IN,,38,367,,,38732,,443,Asia/Kolkata,14-10-2014,India
Sikandarpur,Sikandarpur,Sikandarpur,26.04327,84.05298,P,PPL,IN,,36,193,,,24177,,69,Asia/Kolkata,04-12-2018,India
Shājāpur,Shajapur,"Shajapur,Shājāpur",23.42637,76.27775,P,PPL,IN,,35,436,,,53346,,445,Asia/Kolkata,06-09-2015,India
Shāhpur,Shahpur,,22.19526,77.90682,P,PPL,IN,,35,447,,,4302,,393,Asia/Kolkata,07-08-2015,India
Sarkhej,Sarkhej,Sarkhej,22.98297,72.50196,P,PPL,IN,,9,474,,,30341,,47,Asia/Kolkata,13-10-2014,India
Rishīkesh,Rishikesh,"Rikhikesh,Rishikesh,Rishīkesh,Ришикеш",30.10778,78.29255,P,PPL,IN,,39,60,,,66390,,361,Asia/Kolkata,10-06-2020,India
Rāmkola,Ramkola,"Ramkola,Rāmkola",26.90172,83.83758,P,PPL,IN,,36,189,,,13949,,90,Asia/Kolkata,06-09-2015,India
Rāisinghnagar,Raisinghnagar,"Raisinghnagar,Rāisinghnagar",29.53583,73.44917,P,PPL,IN,,24,99,,,29626,,166,Asia/Kolkata,14-10-2014,India
Raigarh,Raigarh,"Raigarh,Raigârh,Rajgarkh,lai jia er,rayagadha,rayagara,rayjarh,Райгарх,رائے گڑھ,رايجاره,रायगढ,রায়গড়,રાયગઢ,ରାୟଗଢ,赖加尔",21.89764,83.3966,P,PPL,IN,,37,403,,,121278,,224,Asia/Kolkata,06-09-2015,India
Puttūr,Puttur,"Puttur,Puttūr",13.44189,79.55314,P,PPL,IN,,2,554,,,30986,,152,Asia/Kolkata,10-10-2014,India
Pullambādi,Pullambadi,"Pullambadi,Pullambādi,Pullampadi",10.9411,78.91041,P,PPL,IN,,25,614,,,10288,,65,Asia/Kolkata,10-06-2020,India
Pulivendla,Pulivendla,Pulivendla,14.42139,78.22502,P,PPL,IN,,2,551,,,33615,,273,Asia/Kolkata,04-12-2018,India
Poonamalle,Poonamalle,Poonamallee,13.04888,80.11488,P,PPL,IN,,25,604,,,48837,,21,Asia/Kolkata,14-10-2014,India
Pinjaur,Pinjaur,Pinjaur,30.79873,76.91822,P,PPL,IN,,10,69,,,32162,,558,Asia/Kolkata,04-07-2016,India
Pimpri,Pimpri,Pimpri,18.62292,73.80696,P,PPL,IN,,16,521,,,1284606,,571,Asia/Kolkata,13-10-2014,India
Pharihā,Phariha,"Phariha,Pharihā",27.32166,78.47267,P,PPL,IN,,36,147,,,6380,,171,Asia/Kolkata,10-06-2020,India
Phalauda,Phalauda,Phalauda,29.18824,77.82996,P,PPL,IN,,36,138,,,18545,,238,Asia/Kolkata,06-09-2015,India
Pauri,Pauri,"Pauri,bao li,pa'uri,paudi,pauri,Паури,Паурі,पौड़ी,पौडी,পাউরি,પૌડી,ପାଉରି,保里",30.15286,78.7771,P,PPL,IN,,39,61,,,26514,,1532,Asia/Kolkata,06-09-2015,India
Pāthri,Pathri,"Pathri,Patri,Pāthri,Патри",19.2588,76.43412,P,PPL,IN,,16,513,,,37648,,432,Asia/Kolkata,07-08-2015,India
Parnera,Parnera,Parnera,20.56101,72.94846,P,PPL,IN,,9,491,,,11434,,29,Asia/Kolkata,13-10-2014,India
Pānīpat,Panipat,"Panipat,Panipata,Pānīpat,Панипата",29.38747,76.96825,P,PPL,IN,,10,75,,,292808,,232,Asia/Kolkata,06-09-2015,India
Orchha,Orchha,"Orachha,Orcha,Orchga,Orchha,Orchhâ,Orchkha,Orcsha,ao la qi ha,oracha,orucha,Órcsha,Órčha,Орчга,Орчха,ओरछा,ওড়ছা,ਓਰਛਾ,ઓરછા,オールチャー,奥拉奇哈",25.35192,78.64033,P,PPL,IN,,35,424,,,8500,,218,Asia/Kolkata,11-02-2016,India
Nyāmti,Nyamti,"Nyamati,Nyamti,Nyāmati,Nyāmti",14.14869,75.57641,P,PPL,IN,,19,567,,,10338,,605,Asia/Kolkata,04-10-2015,India
Nūzvīd,Nuzvid,"Nuzvid,Nūzvīd",16.78854,80.84593,P,PPL,IN,,2,547,,,53391,,112,Asia/Kolkata,06-09-2015,India
Narwāna,Narwana,"Narwana,Narwanal,Narwāna",29.59903,76.11927,P,PPL,IN,,10,77,,,55850,,235,Asia/Kolkata,10-06-2020,India
Naroda,Naroda,"Naroda,Narora",23.07041,72.65702,P,PPL,IN,,9,474,,,5366,,57,Asia/Kolkata,13-10-2014,India
Nagar,Nagar,"Magar,Nagar,Naggar,Наггар",32.13808,77.17393,P,PPL,IN,,11,26,,,2000,,1693,Asia/Kolkata,13-10-2014,India
Nāgamangala,Nagamangala,"Nagamangala,Nāgamangala",12.81939,76.75456,P,PPL,IN,,19,573,,,16760,,790,Asia/Kolkata,08-11-2015,India
Murādnagar,Muradnagar,"Muradnagar,Muravnagar,Murādnagar",28.78069,77.49865,P,PPL,IN,,36,140,,,89482,,222,Asia/Kolkata,10-06-2020,India
Mirik,Mirik,Mirik,26.88817,88.19007,P,PPL,IN,,28,327,,,10109,,1642,Asia/Kolkata,14-10-2014,India
